0.882353,0.044956,0.019048,0.000000,0.000000,0.000000,0.015152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032787,0.008584,0.013158,0.026316,0.000000
0.036765,0.881579,0.028571,0.000000,0.000000,0.049861,0.007576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016393,0.004292,0.000000,0.000000,0.000000
0.018382,0.005482,0.895238,0.009259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016393,0.000000,0.000000,0.000000,0.007634
0.007353,0.000000,0.000000,0.981481,0.000000,0.002770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.009524,0.000000,1.000000,0.000000,0.000000,0.000000,0.018349,0.000000,0.000000,0.000000,0.056522,0.000000,0.000000,0.003322,0.000000,0.000000,0.000000,0.000000,0.038168
0.000000,0.032895,0.009524,0.000000,0.000000,0.880886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017167,0.000000,0.000000,0.000000
0.000000,0.002193,0.000000,0.000000,0.000000,0.002770,0.901515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030043,0.000000,0.026316,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.009524,0.000000,0.000000,0.000000,0.000000,0.000000,0.889908,0.000000,0.000000,0.000000,0.034783,0.000000,0.000000,0.114618,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.982759,0.032258,0.000000,0.004348,0.000000,0.000000,0.006645,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009174,0.017241,0.963710,0.000000,0.000000,0.000000,0.000000,0.004983,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.001096,0.000000,0.000000,0.000000,0.002770,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.028571,0.000000,0.000000,0.000000,0.000000,0.000000,0.027523,0.000000,0.000000,0.000000,0.704348,0.000000,0.000000,0.004983,0.000000,0.000000,0.000000,0.000000,0.114504
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.023256,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.013158,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055046,0.000000,0.004032,0.000000,0.008696,0.000000,0.000000,0.830565,0.000000,0.000000,0.000000,0.000000,0.000000
0.011029,0.002193,0.000000,0.009259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004983,0.934426,0.004292,0.000000,0.000000,0.000000
0.040441,0.029605,0.000000,0.000000,0.000000,0.060942,0.007576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.935622,0.000000,0.000000,0.000000
0.003676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.973684,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.947368,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.191304,0.000000,0.000000,0.006645,0.000000,0.000000,0.000000,0.000000,0.839695
