240,41,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,1,0
10,804,3,0,0,18,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5,5,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,24,0,0,0,2,0,0,0,13,0,0,2,0,0,0,0,5
0,30,1,0,0,318,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,2,0,0,0,1,119,0,0,0,0,0,0,0,0,0,0,7,0,1,0
0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,97,0,0,0,8,0,0,69,0,0,0,0,0
0,0,0,0,0,0,0,0,0,57,8,0,1,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,239,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,3,0,0,0,162,0,0,3,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0
0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,500,0,0,0,0,0
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,57,1,0,0,0
11,27,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,218,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,4,0,0,0,0,110
